# Quick character corpus derived from pinned rime-cangjie and rime-essay sources.
# Canonical Cangjie code is converted to first+last Quick code; reviewed HK rows are merged by text.
# rime-cangjie commit: 52d90a1b1312e74042b38c1cbc8142defbc53171; SHA-256: 18d989bf21d0bb86b402f18be4dd060bf2653896c95448afb01d4da2e6be5464
# rime-essay commit: 0debef3f5ae37f081758dd8bbd1fe79719410f7c; SHA-256: 4f32414039eb7f8a876acd8e94bd81c78fefafde56a352f7a3b8b2b74ca09c71
# Frequency units: 0.2000 + 0.6000 * count / (count + 10000), truncated to four decimals.
# Fields: char,quick_code,cangjie_code,freq,hk_core
char,quick_code,cangjie_code,freq,hk_core
痯,kr,kjrr,0.2138,0
疴,kr,kmnr,0.2117,0
痴,kr,kokr,0.2083,0
力,ks,ks,0.4988,0
夸,ks,kmms,0.2643,0
夯,ks,kks,0.2421,0
癆,ks,kffs,0.2356,0
劦,ks,kskss,0.2286,0
痄,ks,kos,0.2186,0
疓,ks,knhs,0.2172,0
疞,ks,kmms,0.2142,0
狕,ks,khvis,0.2122,0
奆,ks,kss,0.2119,0
疠,ks,kms,0.2000,0
猛,kt,khndt,0.3980,0
奔,kt,kjt,0.3102,0
痘,kt,kmrt,0.2544,0
盔,kt,kfbt,0.2454,0
瘟,kt,kabt,0.2441,0
尷,kt,kusit,0.2317,0
狦,kt,khbtt,0.2196,0
盇,kt,kibt,0.2195,0
獹,kt,khypt,0.2147,0
疶,kt,kpt,0.2130,0
𤷪,kt,kndt,0.2000,0
犯,ku,khsu,0.3443,0
癌,ku,krru,0.2852,0
疤,ku,kau,0.2508,0
疣,ku,kiku,0.2432,0
疝,ku,ku,0.2408,0
馗,ku,knthu,0.2356,0
乄,ku,ku,0.2355,0
尢,ku,ku,0.2347,0
奄,ku,klwu,0.2334,0
匏,ku,kspru,0.2317,0
兂,ku,kvu,0.2312,0
獍,ku,khytu,0.2305,0
猊,ku,khhxu,0.2298,0
狍,ku,khpru,0.2284,0
夿,ku,kau,0.2268,0
犼,ku,khndu,0.2264,0
尯,ku,kunmu,0.2253,0
狁,ku,khihu,0.2244,0
眘,ku,kcbu,0.2237,0
猐,ku,khtgu,0.2214,0
猸,ku,khahu,0.2211,0
獟,ku,khggu,0.2206,0
猺,ku,khbou,0.2202,0
劜,ku,ksu,0.2200,0
痷,ku,kklu,0.2189,0
峱,ku,khngu,0.2156,0
毠,ku,krhqu,0.2149,0
痥,ku,kcru,0.2128,0
疱,ku,kpru,0.2117,0
毻,ku,kbhqu,0.2110,0
犹,ku,khiku,0.2053,0
狼,kv,khiav,0.4020,0
狠,kv,khav,0.3808,0
癢,kv,ktov,0.2889,0
痕,kv,kav,0.2808,0
獵,kv,khvvv,0.2599,0
猿,kv,khgrv,0.2491,0
猥,kv,khwmv,0.2378,0
痿,kv,khdv,0.2347,0
癭,kv,kbcv,0.2311,0
袈,kv,kryhv,0.2282,0
瘎,kv,ktmv,0.2227,0
癙,kv,khxv,0.2227,0
瘬,kv,knsv,0.2210,0
獦,kv,khtav,0.2206,0
痮,kv,ksmv,0.2188,0
猲,kv,khapv,0.2183,0
奿,kv,kiv,0.2179,0
癏,kv,kwlv,0.2171,0
姭,kv,ksksv,0.2165,0
癑,kv,ktwv,0.2163,0
妿,kv,krv,0.2162,0
獽,kv,khyrv,0.2156,0
狘,kv,khiv,0.2142,0
獧,kv,khwlv,0.2142,0
瘻,kv,kllv,0.2000,0
瘤,kw,khhw,0.2832,0
猶,kw,khtcw,0.2815,0
奮,kw,kogw,0.2534,0
猫,kw,khtw,0.2186,0
癗,kw,kmbw,0.2178,0
癅,kw,kmlw,0.2145,0
奋,kw,kw,0.2053,0
癠,kx,kyx,0.2170,0
疼,ky,khey,0.4032,0
瘀,ky,kysy,0.2453,0
冭,ky,ky,0.2351,0
痱,ky,klmy,0.2320,0
疜,ky,kmy,0.2266,0
痗,ky,kowy,0.2188,0
犿,ky,khyy,0.2170,0
猅,ky,khlmy,0.2158,0
中,l,l,0.7763,0
丨,l,l,0.2459,0
書,la,lga,0.6004,0
帕,la,lbha,0.2906,0
褚,la,ljka,0.2492,0
褶,la,lsma,0.2409,0
幟,la,lbyia,0.2387,0
蜡,la,lita,0.2322,0
蝽,la,liqka,0.2307,0
襘,la,loma,0.2289,0
袙,la,lha,0.2275,0
帞,la,lbma,0.2242,0
帾,la,lbjka,0.2204,0
螬,la,litwa,0.2201,0
蚎,la,lia,0.2190,0
袹,la,lma,0.2189,0
衵,la,la,0.2168,0
裮,la,laa,0.2160,0
襫,la,lkma,0.2152,0
蠩,la,liyra,0.2149,0
褿,la,ltwa,0.2142,0
蛨,la,lima,0.2135,0
蝫,la,lijka,0.2126,0
蟙,la,liyia,0.2118,0
蝔,la,lippa,0.2110,0
襇,la,lana,0.2092,0
補,lb,lijb,0.4652,0
背,lb,lpb,0.4355,0
鬧,lb,lnylb,0.4081,0
巾,lb,lb,0.2539,0
蟎,lb,litlb,0.2419,0
蛹,lb,linib,0.2410,0
胄,lb,lwb,0.2357,0
冑,lb,lwb,0.2355,0
螭,lb,liyub,0.2348,0
衲,lb,lob,0.2343,0
牖,lb,llhsb,0.2324,0
襉,lb,lanb,0.2324,0
蠣,lb,limtb,0.2318,0
蝴,lb,lijrb,0.2317,0
蚋,lb,liob,0.2310,0
帰,lb,llsmb,0.2307,0
蠕,lb,limbb,0.2301,0
襦,lb,lmbb,0.2301,0
蝟,lb,liwb,0.2298,0
蚺,lb,ligb,0.2297,0
螄,lb,lihrb,0.2297,0
褍,lb,lumb,0.2292,0
蜻,lb,liqmb,0.2290,0
蛸,lb,lifb,0.2282,0
褙,lb,llpb,0.2263,0
蝙,lb,lihsb,0.2259,0
褊,lb,lhsb,0.2252,0
蟕,lb,liypb,0.2241,0
褃,lb,lymb,0.2230,0
蟜,lb,lihkb,0.2225,0
帇,lb,lb,0.2216,0
褵,lb,lyub,0.2216,0
蚏,lb,lib,0.2215,0
裲,lb,lmlb,0.2215,0
蜎,lb,lirb,0.2213,0
蠵,lb,liuob,0.2213,0
牗,lb,llilb,0.2211,0
蠄,lb,lioyb,0.2208,0
牑,lb,llhsb,0.2198,0
蟐,lb,lifbb,0.2197,0
襋,lb,ldbb,0.2189,0
褯,lb,litb,0.2183,0
螖,lb,libbb,0.2181,0
帩,lb,lbfb,0.2178,0
褠,lb,lttb,0.2165,0
蜹,lb,litob,0.2163,0
螎,lb,limrb,0.2159,0
袡,lb,lgb,0.2159,0
蛃,lb,limob,0.2158,0
蛕,lb,likb,0.2156,0
蝺,lb,lihlb,0.2156,0
蜽,lb,limlb,0.2153,0
蜅,lb,liijb,0.2146,0
螪,lb,liycb,0.2146,0
裐,lb,lrb,0.2144,0
蜟,lb,liyib,0.2143,0
褅,lb,lybb,0.2139,0
蜦,lb,liomb,0.2136,0
蝑,lb,linob,0.2134,0
蠇,lb,litwb,0.2117,0
襧,lb,lmfb,0.2107,0
螮,lb,likpb,0.2000,0
貴,lc,lmbuc,0.5584,0
費,lc,lnbuc,0.5146,0
順,lc,lllc,0.3673,0
幀,lc,lbybc,0.2822,0
冀,lc,lpwtc,0.2627,0
螟,lc,libac,0.2352,0
牘,lc,llgwc,0.2343,0
蠊,lc,liitc,0.2329,0
頫,lc,lmuoc,0.2326,0
鬨,lc,lntc,0.2296,0
蜞,lc,litmc,0.2282,0
幘,lc,lbqmc,0.2270,0
頔,lc,lwmbc,0.2250,0
褀,lc,ltmc,0.2246,0
蟥,lc,litlc,0.2226,0
賮,lc,lmfbc,0.2219,0
蝜,lc,linbc,0.2212,0
帺,lc,lbtmc,0.2211,0
蠀,lc,liioc,0.2208,0
襶,lc,ljic,0.2207,0
蠙,lc,lijmc,0.2198,0
襈,lc,lruc,0.2183,0
螾,lc,lijmc,0.2182,0
幁,lc,lbmbc,0.2174,0
幊,lc,lbmbc,0.2174,0
襰,lc,ldlc,0.2172,0
頥,lc,lslc,0.2166,0
蟦,lc,lijtc,0.2162,0
幎,lc,lbbac,0.2160,0
襩,lc,lgwc,0.2157,0
襭,lc,lgrc,0.2156,0
幩,lc,lbjtc,0.2155,0
蛽,lc,libuc,0.2144,0
袕,lc,ljc,0.2144,0
蟤,lc,liruc,0.2140,0
蟘,lc,liopc,0.2136,0
蝢,lc,limbc,0.2109,0
襸,lc,lhuc,0.2106,0
螊,lc,litxc,0.2100,0
蝶,ld,liptd,0.2909,0
裸,ld,lwd,0.2811,0
蛛,ld,lihjd,0.2393,0
牒,ld,llptd,0.2363,0
褋,ld,lptd,0.2350,0
襍,ld,logd,0.2288,0
螓,ld,liqkd,0.2286,0
衧,ld,lmd,0.2266,0
褓,ld,lord,0.2256,0
衪,ld,lpd,0.2255,0
褬,ld,leed,0.2255,0
虵,ld,lipd,0.2253,0
蝣,ld,liysd,0.2249,0
蜾,ld,liwd,0.2247,0
袘,ld,lopd,0.2244,0
蜉,ld,libnd,0.2241,0
蠑,ld,liffd,0.2238,0
棐,ld,lyd,0.2231,0
虸,ld,lind,0.2231,0
蜍,ld,liomd,0.2229,0
蠂,ld,litpd,0.2197,0
袾,ld,lhjd,0.2189,0
袸,ld,lkld,0.2182,0
襙,ld,lrrd,0.2169,0
蟝,ld,liesd,0.2166,0
蚞,ld,lid,0.2162,0
幧,ld,lbrrd,0.2161,0
虶,ld,limd,0.2158,0
蟍,ld,lihnd,0.2157,0
蝚,ld,linhd,0.2154,0
蟂,ld,lihad,0.2151,0
蜳,ld,liyrd,0.2148,0
蜠,ld,liwhd,0.2141,0
裍,ld,lwd,0.2120,0
被,le,ldhe,0.7597,0
版,le,llhe,0.5861,0
蝦,le,lirse,0.3148,0
複,le,loae,0.2888,0
幔,le,lbawe,0.2388,0
蠖,le,litoe,0.2324,0
裰,le,leee,0.2314,0
蠼,le,libue,0.2312,0
帔,le,lbdhe,0.2295,0
蝂,le,lille,0.2282,0
蝮,le,lioae,0.2276,0
褑,le,lbme,0.2264,0
沊,le,lue,0.2240,0
袚,le,like,0.2210,0
蝃,le,lieee,0.2202,0
蚑,le,lije,0.2193,0
螋,le,lihxe,0.2187,0
衱,le,lnhe,0.2186,0
蚾,le,lidhe,0.2184,0
裬,le,lgce,0.2184,0
隶,le,le,0.2174,0
衼,le,lje,0.2173,0
襏,le,lnoe,0.2172,0
襮,le,late,0.2172,0
蝯,le,libme,0.2169,0
蟃,le,liawe,0.2160,0
襊,le,lase,0.2154,0
帗,le,lbike,0.2152,0
蛂,le,liike,0.2142,0
蜬,le,liune,0.2137,0
蝬,le,liuce,0.2134,0
蛷,le,liije,0.2131,0
螺,lf,liwvf,0.2551,0
襟,lf,lddf,0.2457,0
袮,lf,lof,0.2410,0
鴆,lf,luhaf,0.2327,0
鴦,lf,lkhaf,0.2316,0
螞,lf,lisqf,0.2314,0
螈,lf,limhf,0.2271,0
蟱,lf,liotf,0.2244,0
螵,lf,limwf,0.2220,0
幠,lf,lbotf,0.2214,0
鷫,lf,lxhaf,0.2193,0
蟅,lf,liitf,0.2192,0
褾,lf,lmwf,0.2184,0
蟭,lf,liogf,0.2177,0
幖,lf,lbmwf,0.2174,0
朄,lf,lldwf,0.2169,0
蟟,lf,likcf,0.2165,0
幜,lf,lbayf,0.2158,0
裧,lf,lff,0.2147,0
螐,lf,lihrf,0.2144,0
鷜,lf,lvhaf,0.2136,0
蟔,lf,liwgf,0.2128,0
蟡,lf,libhf,0.2108,0
鴵,lf,lmuof,0.2094,0
裡,lg,lwg,0.5226,0
幢,lg,lbytg,0.2710,0
蛙,lg,ligg,0.2572,0
蝗,lg,lihag,0.2397,0
帷,lg,lbog,0.2378,0
蛭,lg,limig,0.2365,0
蛀,lg,liyg,0.2352,0
蜓,lg,linkg,0.2335,0
蟶,lg,lisrg,0.2327,0
螳,lg,lifbg,0.2310,0
裎,lg,lrhg,0.2310,0
衽,lg,lhg,0.2300,0
幄,lg,lbsmg,0.2291,0
蝰,lg,likgg,0.2281,0
褈,lg,lhjg,0.2239,0
蚟,lg,limg,0.2202,0
袵,lg,lohg,0.2189,0
袿,lg,lgg,0.2183,0
蜼,lg,liog,0.2182,0
蠸,lg,litrg,0.2170,0
蝩,lg,lihjg,0.2165,0
蜌,lg,lippg,0.2153,0
螲,lg,lijcg,0.2146,0
蠘,lg,lijig,0.2131,0
蠷,lg,libug,0.2128,0
蠗,lg,lismg,0.2111,0
𢃇,lg,lbwg,0.2001,0
初,lh,lsh,0.4164,0
衫,lh,lhhh,0.2899,0
暢,lh,llamh,0.2708,0
蚜,lh,limvh,0.2376,0
裑,lh,lhxh,0.2334,0
裼,lh,laph,0.2334,0
蟛,lh,ligth,0.2321,0
衯,lh,lcsh,0.2278,0
蜴,lh,liaph,0.2260,0
蚡,lh,licsh,0.2250,0
幓,lh,lbiih,0.2232,0
袗,lh,lohh,0.2230,0
帉,lh,lbcsh,0.2219,0
蝪,lh,liamh,0.2204,0
袐,lh,lph,0.2193,0
襂,lh,liih,0.2173,0
虭,lh,lish,0.2168,0
蟉,lh,lismh,0.2162,0
蛖,lh,liiuh,0.2145,0
蟲,li,lilii,0.3133,0
帆,li,lbhni,0.2730,0
虫,li,lmi,0.2623,0
蛾,li,lihqi,0.2530,0
襪,li,ltwi,0.2530,0
蟻,li,litgi,0.2522,0
牋,li,llii,0.2362,0
蛉,li,lioii,0.2335,0
褥,li,lmvi,0.2325,0
蠛,li,litwi,0.2324,0
衩,li,lei,0.2321,0
蚣,li,lici,0.2309,0
蜚,li,lylmi,0.2309,0
蟣,li,livii,0.2307,0
亅,li,li,0.2305,0
襁,li,lnii,0.2256,0
帴,li,lbii,0.2242,0
蟳,li,lismi,0.2236,0
幬,li,lbgni,0.2231,0
蚿,li,liyvi,0.2227,0
袨,li,lyvi,0.2226,0
蠋,li,liwli,0.2221,0
鬪,li,lnmti,0.2216,0
螝,li,lihui,0.2207,0
襡,li,lwli,0.2207,0
袝,li,lodi,0.2199,0
虳,li,lipi,0.2198,0
幮,li,lbigi,0.2193,0
襼,li,ltgi,0.2193,0
袊,li,loii,0.2186,0
蠾,li,lisei,0.2169,0
螆,li,litvi,0.2168,0
褹,li,lggi,0.2157,0
襑,li,lsmi,0.2155,0
蚹,li,liodi,0.2154,0
幭,li,lbtwi,0.2137,0
蜙,li,lidci,0.2133,0
牔,li,llibi,0.2131,0
畃,li,llpi,0.2128,0
衳,li,lci,0.2122,0
襺,li,ltbi,0.2108,0
蛶,li,libdi,0.2102,0
袪,li,lgi,0.2040,0
牌,lj,llhwj,0.4390,0
褲,lj,lijj,0.2882,0
輩,lj,lyjwj,0.2627,0
蜂,lj,lihej,0.2624,0
蟬,lj,lirrj,0.2530,0
蚌,lj,liqj,0.2432,0
蟀,lj,liyij,0.2335,0
裨,lj,lhwj,0.2335,0
蟑,lj,liytj,0.2332,0
蚪,lj,liyj,0.2326,0
蜱,lj,lihwj,0.2321,0
褳,lj,lyjj,0.2302,0
幛,lj,lbytj,0.2287,0
蝌,lj,lihdj,0.2276,0
軰,lj,lpjwj,0.2274,0
虷,lj,limj,0.2235,0
襌,lj,lrrj,0.2232,0
褌,lj,lbjj,0.2229,0
鬦,lj,lnyj,0.2229,0
蝻,lj,lijbj,0.2222,0
褝,lj,lfwj,0.2213,0
蟫,lj,limwj,0.2200,0
帓,lj,lbdj,0.2198,0
襗,lj,lwlj,0.2190,0
蠎,lj,litkj,0.2176,0
帲,lj,lbyjj,0.2170,0
蛼,lj,lijwj,0.2170,0
幝,lj,lbrrj,0.2152,0
蜶,lj,liyoj,0.2150,0
衦,lj,lmj,0.2139,0
襵,lj,lsjj,0.2137,0
蚲,lj,limfj,0.2136,0
蠌,lj,liwlj,0.2119,0
袜,lj,ldj,0.2059,0
數,lk,lvok,0.5521,0
史,lk,lk,0.3867,0
蚊,lk,liyk,0.2765,0
央,lk,lbk,0.2630,0
斐,lk,lyyk,0.2564,0
襖,lk,lhbk,0.2517,0
蛟,lk,liyck,0.2434,0
袂,lk,ldk,0.2375,0
蜈,lk,lirmk,0.2355,0
褉,lk,lqhk,0.2355,0
蟆,lk,litak,0.2338,0
袱,lk,loik,0.2280,0
奨,lk,lik,0.2250,0
蛧,lk,libkk,0.2242,0
奜,lk,lyk,0.2240,0
裀,lk,lwk,0.2235,0
帿,lk,lbonk,0.2214,0
幙,lk,lbtak,0.2206,0
蛜,lk,liosk,0.2198,0
蚗,lk,lidk,0.2195,0
襒,lk,lfbk,0.2163,0
蚥,lk,lick,0.2161,0
螑,lk,lihuk,0.2156,0
鬫,lk,lnmjk,0.2154,0
猆,lk,lyik,0.2152,0
螏,lk,likok,0.2152,0
蝡,lk,limbk,0.2146,0
蜧,lk,lihsk,0.2144,0
螇,lk,libvk,0.2142,0
蝧,lk,litlk,0.2110,0
片,ll,llml,0.5171,0
川,ll,lll,0.3621,0
申,ll,lwl,0.3368,0
串,ll,ll,0.3077,0
虯,ll,livl,0.2367,0
蜥,ll,lidhl,0.2352,0
蚧,ll,lioll,0.2342,0
蚓,ll,linl,0.2332,0
螂,ll,liiil,0.2294,0
邶,ll,lmpnl,0.2281,0
衶,ll,ll,0.2246,0
粛,ll,llfl,0.2220,0
衸,ll,loll,0.2213,0
蚚,ll,lihml,0.2210,0
蚛,ll,lil,0.2203,0
畁,ll,lwml,0.2201,0
袻,ll,lmbl,0.2197,0
鬭,ll,lnrml,0.2191,0
邥,ll,lunl,0.2187,0
鬬,ll,lnbml,0.2187,0
幯,ll,lbhal,0.2180,0
蝒,ll,limwl,0.2173,0
襣,ll,lhul,0.2169,0
鄁,ll,lbnl,0.2169,0
蟖,ll,litcl,0.2167,0
蝍,ll,liail,0.2160,0
鄪,ll,lcnl,0.2153,0
螹,ll,lijjl,0.2138,0
蜖,ll,liwsl,0.2129,0
蜵,ll,lilxl,0.2119,0
裫,ll,llxl,0.2113,0
邮,ll,lwnl,0.2053,0
畫,lm,lgwm,0.5043,0
虹,lm,lim,0.2923,0
晝,lm,lgam,0.2496,0
蛆,lm,libm,0.2464,0
翡,lm,lysmm,0.2411,0
丄,lm,lm,0.2381,0
韭,lm,lsmm,0.2356,0
袒,lm,lam,0.2344,0
甴,lm,lwlm,0.2327,0
蜒,lm,linkm,0.2323,0
丬,lm,lim,0.2320,0
蚶,lm,litm,0.2319,0
袏,lm,lkm,0.2319,0
蚯,lm,liom,0.2303,0
蟈,lm,liwim,0.2299,0
幗,lm,lbwim,0.2297,0
褟,lm,lasm,0.2287,0
丠,lm,lpm,0.2282,0
袛,lm,lhpm,0.2258,0
蜮,lm,liirm,0.2256,0
袓,lm,lbm,0.2249,0
褨,lm,ltqm,0.2211,0
蚦,lm,libmm,0.2201,0
蚳,lm,lihpm,0.2195,0
蚐,lm,lipim,0.2192,0
衻,lm,lbmm,0.2169,0
襢,lm,lywm,0.2167,0
袀,lm,lpim,0.2162,0
蠮,lm,lisem,0.2157,0
螉,lm,licim,0.2152,0
蚽,lm,limfm,0.2148,0
襳,lm,loim,0.2130,0
蝖,lm,lijmm,0.2126,0
螼,lm,litlm,0.2120,0
蛡,lm,lismm,0.2114,0
蛵,lm,limvm,0.2107,0
蟺,lm,liywm,0.2004,0
鬥,ln,ln,0.3248,0
弗,ln,lln,0.2722,0
劃,ln,lmln,0.2517,0
刂,ln,ln,0.2405,0
衿,ln,loin,0.2349,0
虼,ln,lion,0.2317,0
蝲,ln,lidln,0.2282,0
凣,ln,lhn,0.2272,0
褕,ln,lomn,0.2258,0
褫,ln,lhyn,0.2258,0
蜊,ln,lihdn,0.2242,0
蝓,ln,liomn,0.2215,0
裄,ln,lhon,0.2204,0
虰,ln,limn,0.2195,0
蝋,ln,lifhn,0.2191,0
蝏,ln,liyrn,0.2190,0
袳,ln,lnin,0.2188,0
剕,ln,lmsyn,0.2184,0
甊,ln,lvmvn,0.2182,0
蛥,ln,linin,0.2177,0
牏,ln,llomn,0.2176,0
蛦,ln,likn,0.2162,0
帄,ln,lbmn,0.2161,0
刜,ln,lnln,0.2148,0
蛚,ln,limnn,0.2146,0
蚢,ln,liyhn,0.2143,0
瓭,ln,lumvn,0.2133,0
螔,ln,lihyn,0.2133,0
蚙,ln,lioin,0.2132,0
裭,ln,lypn,0.2129,0
虮,ln,lihn,0.2059,0
兆,lo,lmuo,0.3119,0
蠍,lo,liavo,0.2465,0
蠔,lo,liyro,0.2361,0
蚨,lo,liqo,0.2328,0
蠓,lo,litbo,0.2326,0
蛺,lo,likoo,0.2306,0
褆,lo,lamo,0.2306,0
帙,lo,lbhqo,0.2304,0
襝,lo,lomo,0.2293,0
襆,lo,ltco,0.2253,0
幪,lo,lbtbo,0.2252,0
幏,lo,lbjmo,0.2229,0
褖,lo,lvno,0.2227,0
蟓,lo,linao,0.2225,0
襐,lo,lnao,0.2215,0
衭,lo,lqo,0.2190,0
袟,lo,lhqo,0.2189,0
褷,lo,lhoo,0.2184,0
襚,lo,lyto,0.2183,0
蛈,lo,lihqo,0.2174,0
蜨,lo,lijlo,0.2171,0
歗,lo,lxno,0.2169,0
蚇,lo,liso,0.2169,0
蝝,lo,livno,0.2162,0
蟩,lo,limto,0.2161,0
裌,lo,lkoo,0.2161,0
蛌,lo,lihvo,0.2151,0
襥,lo,loto,0.2150,0
蜁,lo,liono,0.2141,0
蝭,lo,liamo,0.2125,0
北,lp,lmp,0.4541,0
忠,lp,lp,0.3348,0
蛇,lp,lijp,0.3333,0
患,lp,llp,0.3217,0
悲,lp,lyp,0.2894,0
曳,lp,lwp,0.2411,0
衹,lp,lhvp,0.2397,0
襬,lp,lwlp,0.2374,0
螅,lp,lihup,0.2342,0
蟪,lp,lijip,0.2309,0
蚍,lp,lipp,0.2297,0
牎,lp,llpkp,0.2279,0
褦,lp,libp,0.2276,0
蛯,lp,lijkp,0.2269,0
蟋,lp,lihdp,0.2269,0
幰,lp,lbjqp,0.2216,0
蟌,lp,lihwp,0.2216,0
蚮,lp,lioip,0.2182,0
虴,lp,lihp,0.2178,0
蚔,lp,lihvp,0.2174,0
蠬,lp,liybp,0.2173,0
牕,lp,llhwp,0.2163,0
幒,lp,lbhwp,0.2161,0
袉,lp,ljp,0.2161,0
裩,lp,lapp,0.2157,0
螰,lp,liixp,0.2156,0
襱,lp,lybp,0.2155,0
襹,lp,lmmp,0.2150,0
螕,lp,lihwp,0.2146,0
蚭,lp,lisp,0.2141,0
蜫,lp,liapp,0.2135,0
聿,lq,lq,0.2400,0
蛘,lq,litq,0.2341,0
幃,lq,lbdmq,0.2340,0
袢,lq,lfq,0.2339,0
蛑,lq,liihq,0.2310,0
褘,lq,ldmq,0.2262,0
襻,lq,lddq,0.2259,0
蜯,lq,liqkq,0.2234,0
蟽,lq,liygq,0.2222,0
蠏,lq,linbq,0.2185,0
牉,lq,llfq,0.2178,0
袶,lq,lheq,0.2173,0
襷,lq,lhcq,0.2132,0
蝆,lq,litq,0.2113,0
帖,lr,lbyr,0.4384,0
裙,lr,lskr,0.2794,0
裕,lr,lcor,0.2734,0
蛤,lr,liomr,0.2512,0
蝸,lr,libbr,0.2388,0
蟾,lr,lincr,0.2384,0
蟮,lr,littr,0.2369,0
蛔,lr,liwr,0.2352,0
裾,lr,lsjr,0.2334,0
袷,lr,lomr,0.2320,0
蚵,lr,limnr,0.2318,0
蛄,lr,lijr,0.2318,0
褡,lr,ltor,0.2316,0
蜘,lr,liokr,0.2314,0
蛞,lr,lihjr,0.2313,0
袼,lr,lher,0.2296,0
蜩,lr,libgr,0.2279,0
袔,lr,lmnr,0.2241,0
襜,lr,lncr,0.2235,0
袽,lr,lvr,0.2232,0
袩,lr,lyr,0.2228,0
螗,lr,liilr,0.2216,0
袧,lr,lpr,0.2215,0
裯,lr,lbgr,0.2202,0
褣,lr,ljcr,0.2197,0
牊,lr,llshr,0.2192,0
袺,lr,lgr,0.2187,0
帢,lr,lbomr,0.2184,0
袥,lr,lmr,0.2182,0
袑,lr,lshr,0.2178,0
幨,lr,lbncr,0.2173,0
蜛,lr,lisjr,0.2169,0
蛁,lr,lishr,0.2167,0
蛣,lr,ligr,0.2167,0
裿,lr,lkmr,0.2162,0
蛅,lr,liyr,0.2161,0
蟢,lr,ligrr,0.2160,0
螥,lr,lioir,0.2151,0
蛿,lr,lioir,0.2149,0
螛,lr,lijqr,0.2149,0
蚼,lr,lipr,0.2147,0
蛒,lr,liher,0.2141,0
冂,ls,ls,0.2365,0
蚴,ls,livis,0.2343,0
蚱,ls,lios,0.2307,0
螃,ls,liybs,0.2270,0
袴,ls,lkms,0.2253,0
蚷,ls,liss,0.2245,0
牓,ls,llybs,0.2224,0
蟧,ls,liffs,0.2174,0
蚄,ls,liyhs,0.2171,0
甹,ls,lwmvs,0.2153,0
蜐,ls,ligis,0.2136,0
袎,ls,lvis,0.2122,0
蛠,ls,likss,0.2121,0
蜏,ls,lihds,0.2097,0
盡,lt,lmfbt,0.4119,0
蠱,lt,lilit,0.2490,0
裇,lt,lhbt,0.2462,0
盅,lt,lbt,0.2454,0
蟒,lt,litit,0.2419,0
盎,lt,lkbt,0.2359,0
襤,lt,lsit,0.2258,0
蜢,lt,lindt,0.2257,0
帡,lt,lbtt,0.2229,0
袣,lt,lpt,0.2220,0
螘,lt,liumt,0.2214,0
褞,lt,labt,0.2212,0
幈,lt,lbstt,0.2207,0
裓,lt,lit,0.2207,0
螠,lt,litct,0.2200,0
衋,lt,lqmat,0.2187,0
蚈,lt,limt,0.2174,0
蠦,lt,liypt,0.2166,0
裋,lt,lmrt,0.2154,0
蛢,lt,litt,0.2145,0
蝹,lt,liabt,0.2129,0
帽,lu,lbabu,0.2819,0
襯,lu,lydu,0.2575,0
胤,lu,lvbu,0.2561,0
袍,lu,lpru,0.2557,0
蠅,lu,lirxu,0.2487,0
幌,lu,lbafu,0.2392,0
蜷,lu,lifqu,0.2391,0
蛻,lu,licru,0.2386,0
児,lu,lahu,0.2357,0
蜆,lu,libuu,0.2347,0
鬩,lu,lnhxu,0.2341,0
蚝,lu,lihqu,0.2323,0
鬮,lu,lnhxu,0.2319,0
蜿,lu,lijnu,0.2306,0
蟯,lu,liggu,0.2304,0
兠,lu,lmmu,0.2291,0
儿,lu,lu,0.2285,0
覑,lu,llbuu,0.2257,0
冘,lu,lbu,0.2240,0
袦,lu,luu,0.2231,0
乚,lu,lu,0.2222,0
艴,lu,lnnau,0.2222,0
蚆,lu,liau,0.2218,0
裞,lu,lcru,0.2215,0
覜,lu,lmuou,0.2212,0
蚖,lu,limmu,0.2211,0
帨,lu,lbcru,0.2208,0
蜣,lu,litgu,0.2208,0
氀,lu,lvhqu,0.2205,0
裗,lu,lyiu,0.2203,0
蚘,lu,liiku,0.2196,0
帊,lu,lbau,0.2192,0
帵,lu,lbjnu,0.2181,0
裪,lu,lpou,0.2178,0
蚅,lu,lihsu,0.2174,0
裺,lu,lklu,0.2171,0
蛫,lu,linmu,0.2169,0
蜪,lu,lipou,0.2162,0
蝿,lu,liwlu,0.2161,0
蝷,lu,liitu,0.2160,0
褼,lu,lmwu,0.2160,0
蝐,lu,liabu,0.2149,0
帎,lu,lblbu,0.2146,0
蚫,lu,lipru,0.2141,0
裷,lu,lfqu,0.2137,0
靟,lu,lyhqu,0.2132,0
襓,lu,lggu,0.2127,0
蝞,lu,liahu,0.2123,0
衴,lu,llbu,0.2114,0
蜺,lu,lihxu,0.2061,0
虬,lu,liu,0.2059,0
帳,lv,lbsmv,0.3361,0
裴,lv,lyyhv,0.2764,0
蠟,lv,livvv,0.2616,0
婁,lv,llv,0.2561,0
褪,lv,lyav,0.2498,0
褐,lv,lapv,0.2486,0
裱,lv,lqmv,0.2391,0
虻,lv,liyv,0.2354,0
裉,lv,lav,0.2329,0
褸,lv,lllv,0.2300,0
螻,lv,lillv,0.2264,0
帹,lv,lbytv,0.2257,0
褗,lv,lsav,0.2254,0
婓,lv,lyv,0.2245,0
