# Mandarin Pinyin dictionary derived from CC-CEDICT (CC BY-SA 4.0)
# Toneless continuous keys; u: and ü are normalized to v.
# Noncanonical readings and non-Han headwords are excluded before shipping.
# Source URL: https://cc-cedict.org/editor/editor_export_cedict.php?c=gz
# Source date: 2026-07-12T16:23:25Z
# Source SHA-256: 90e2881776366f606171a977a1f54786196f428ba604c728a279d4aaff7223a8
# CC-CEDICT format: version=1; subversion=0
# Fallback frequency: single character=0.3000; two-character word=0.2500; multi-character phrase=0.2000.
# Canonical persisted override: mao->貓=1.0000.
# Runtime budgets: rows<=130000; bytes<=4194304; fanout<=256; key_length<=72.
pinyin,chinese,freq
kuilan,潰爛,0.2500
kuilei,傀儡,0.2764
kuileixi,傀儡戲,0.2000
kuileizhengquan,傀儡政權,0.2000
kuilin,喹啉,0.2500
kuinan,愧赧,0.2500
kuining,奎寧,0.2500
kuiningshui,奎寧水,0.2000
kuiniu,犪牛,0.2500
kuinuotong,喹諾酮,0.2000
kuiqian,虧欠,0.2500
kuiqing,葵青,0.2500
kuique,匱缺,0.2500
kuique,虧缺,0.2500
kuisan,潰散,0.2500
kuise,愧色,0.2500
kuishan,葵扇,0.2500
kuishe,蝰蛇,0.2500
kuishi,窺視,0.2500
kuishou,魁首,0.2500
kuishu,葵鼠,0.2500
kuisi,窺伺,0.2500
kuisong,饋送,0.2500
kuisun,虧損,0.5114
kuitan,窺探,0.2500
kuitao,潰逃,0.2500
kuitou,盔頭,0.2500
kuitun,奎屯,0.2500
kuitunshi,奎屯市,0.2000
kuiwang,窺望,0.2500
kuiwei,暌違,0.2500
kuiwei,睽違,0.2500
kuiwei,魁偉,0.2500
kuiwen,奎文,0.2500
kuiwenqu,奎文區,0.2000
kuiwu,魁梧,0.2500
kuixian,饋線,0.2500
kuixin,虧心,0.2500
kuixing,奎星,0.2500
kuixing,魁星,0.2500
kuixingge,魁星閣,0.2000
kuixinshi,虧心事,0.2000
kuiyang,潰瘍,0.2622
kuiyuan,魁元,0.2500
kuizeng,饋贈,0.2500
kuizhe,虧折,0.2500
kuizhi,窺知,0.2500
kuizhou,夔州,0.2500
kuizuo,愧怍,0.2500
kuji,枯寂,0.2500
kujian,苦諫,0.2500
kujiao,褲腳,0.2500
kujie,枯竭,0.2595
kujimiedao,苦集滅道,0.2000
kujing,苦境,0.2500
kujinganlai,苦盡甘來,0.2000
kuju,苦苣,0.2500
kuju,苦菊,0.2500
kuke,庫克,0.2500
kukechuanzhang,庫克船長,0.2000
kukenhuofugongyuan,庫肯霍夫公園,0.2000
kukequndao,庫克群島,0.2000
kukeshan,庫克山,0.2000
kukou,苦口,0.2500
kukou,褲口,0.2500
kukoupoxin,苦口婆心,0.2000
kuku,苦苦,0.2801
kuku,矻矻,0.2500
kukuaiqiu,苦苦哀求,0.2000
kukuang,苦況,0.2500
kukutiti,哭哭啼啼,0.2000
kulao,苦勞,0.2500
kulasuo,庫拉索,0.2000
kuli,苦力,0.2529
kulian,苦練,0.2557
kulian,哭臉,0.2500
kulian,苦楝,0.2500
kulie,酷烈,0.2500
kuling,哭靈,0.2500
kuling,苦苓,0.2500
kulitiba,庫里提巴,0.2000
kulong,窟窿,0.2500
kulongyan,窟窿眼,0.2000
kulou,骷髏,0.2848
kuloutou,骷髏頭,0.2000
kulubing,庫魯病,0.2000
kulun,庫侖,0.2500
kulun,庫倫,0.2500
kulunji,庫侖計,0.2000
kulunqi,庫倫旗,0.2000
kulve,圐圙,0.2500
kumaicai,苦蕒菜,0.2000
kumen,苦悶,0.2565
kuming,枯茗,0.2500
kuming,苦命,0.2500
kumu,庫姆,0.2500
kumu,枯木,0.2500
kumufengchun,枯木逢春,0.2000
kumutageshamo,庫姆塔格沙漠,0.2000
kumutulaqianfodong,庫木吐拉千佛洞,0.2000
kun,困,0.3872
kun,熴,0.3000
kun,坤,0.2988
kun,昆,0.2651
kun,捆,0.2582
kun,崑,0.2522
kun,睏,0.2457
kun,琨,0.2428
kun,錕,0.2400
kun,鯤,0.2372
kun,閫,0.2352
kun,髡,0.2338
kun,醌,0.2323
kun,堃,0.2319
kun,焜,0.2292
kun,崐,0.2288
kun,悃,0.2275
kun,鵾,0.2244
kun,褌,0.2229
kun,鶤,0.2204
kun,綑,0.2180
kun,菎,0.2178
kun,晜,0.2169
kun,髠,0.2167
kun,髨,0.2165
kun,騉,0.2163
kun,裩,0.2157
kun,稛,0.2123
kun,裍,0.2120
kun,瑻,0.2110
kun,壼,0.2087
kun,梱,0.2000
kuna,庫納,0.2500
kunan,苦難,0.3564
kunanshenzhong,苦難深重,0.2000
kunao,苦惱,0.2852
kunao,閫奧,0.2500
kunao,哭鬧,0.2486
kunbang,捆綁,0.3244
kunbao,坤包,0.2500
kunbu,昆布,0.2500
kunchong,昆蟲,0.3015
kunchongxue,昆蟲學,0.2000
kundian,坤甸,0.2500
kundulun,昆都侖,0.2000
kundulunqu,昆都侖區,0.2000
kundun,困頓,0.2500
kune,困厄,0.2500
kunfan,閫範,0.2500
kunfu,捆縛,0.2500
kunhuo,困惑,0.4021
kunhuobujie,困惑不解,0.2000
kunji,閫寄,0.2500
kunji,鵾雞,0.2500
kunjiao,睏覺,0.2500
kunjing,困境,0.3973
kunjiong,困窘,0.2500
kunju,困局,0.2500
kunju,崑劇,0.2500
kunjuan,困倦,0.2500
kunka,昆卡,0.2500
kunku,困苦,0.2500
kunlun,崑崙,0.2617
kunlunshan,崑崙山,0.2000
kunlunshanmai,崑崙山脈,0.2000
kunming,昆明,0.3529
kunminghu,昆明湖,0.2000
kunmingshi,昆明市,0.2562
kunnan,困難,0.5611
kunnanzaiyu,困難在於,0.2000
kunpeng,鯤鵬,0.2500
kunpengzhanchi,鯤鵬展翅,0.2000
kunqiang,崑腔,0.2500
kunqu,崑曲,0.2500
kunrao,困擾,0.4385
kunshan,崑山,0.2784
kunshanshi,崑山市,0.2000
kunshilan,崑士蘭,0.2000
kunshilanzhou,昆士蘭州,0.2000
kunshou,困守,0.2500
kunshouyoudou,困獸猶鬥,0.2000
kunting,昆汀,0.2746
kunting,昆廷,0.2500
kunxian,鵾弦,0.2500
kunyi,睏意,0.2500
kunyu,昆玉,0.2500
kunza,捆紮,0.2500
kunzhong,昆仲,0.2500
kuo,擴,0.2735
kuo,闊,0.2658
kuo,括,0.2469
kuo,廓,0.2411
kuo,适,0.2350
kuo,漷,0.2313
kuo,蛞,0.2313
kuo,濶,0.2216
kuo,髺,0.2166
kuo,霩,0.2158
kuo,鞹,0.2152
kuoban,擴版,0.2500
kuobian,擴編,0.2500
kuobiao,擴表,0.2500
kuobie,闊別,0.2500
kuobu,闊步,0.2500
kuochong,擴充,0.3136
kuochuo,闊綽,0.2500
kuoda,擴大,0.4772
kuodahua,擴大化,0.2000
kuodazaishengchan,擴大再生產,0.2000
kuodu,括毒,0.2500
kuodu,闊度,0.2500
kuohao,括號,0.2554
kuohu,括弧,0.2500
kuoji,擴及,0.2500
kuojian,擴建,0.2676
kuojun,擴軍,0.2500
kuokong,擴孔,0.2500
kuolao,闊佬,0.2500
kuolao,闊老,0.2500
kuolie,擴列,0.2500
kuolou,蛞螻,0.2500
kuonie,闊躡,0.2500
kuoqi,闊氣,0.2500
kuoqing,廓清,0.2500
kuoren,闊人,0.2500
kuorong,擴容,0.2713
kuosan,擴散,0.3869
kuosanzhouzhi,擴散周知,0.2000
kuoshao,闊少,0.2500
kuoxian,括線,0.2500
kuoxiongqi,擴胸器,0.2000
kuoye,闊葉,0.2500
kuoyin,擴印,0.2500
kuoyin,擴音,0.2500
kuoyinji,擴音機,0.2000
kuoyinqi,擴音器,0.2000
kuoyu,蛞蝓,0.2500
kuoyueji,括約肌,0.2000
kuozeng,擴增,0.2500
kuozengshijing,擴增實境,0.2000
kuozhan,擴展,0.4964
kuozhanchengxu,擴展程序,0.2000
kuozhang,擴張,0.4708
kuozhanming,擴展名,0.2482
kuozhanwu,擴展塢,0.2000
kuozhao,擴招,0.3026
kuozuiyu,闊嘴鷸,0.2000
kupai,酷派,0.2500
kupeng,酷碰,0.2500
kupengquan,酷碰券,0.2000
kupodai,庫珀帶,0.2000
kuqi,哭泣,0.3217
kuqiang,哭牆,0.2500
kuqiang,哭腔,0.2500
kuqing,苦情,0.2500
kuqiong,哭窮,0.2500
kuqiufeng,哭秋風,0.2000
kuqu,苦趣,0.2500
kuqun,褲裙,0.2500
kure,酷熱,0.2500
kurizi,苦日子,0.2000
kurouji,苦肉計,0.2000
kusang,哭喪,0.2500
kusangbang,哭喪棒,0.2000
kusanglian,哭喪臉,0.2000
kusangzhelian,哭喪著臉,0.2000
kuse,苦澀,0.2675
kushen,苦參,0.2500
kusheng,哭聲,0.2571
kushi,苦事,0.2500
kushu,枯樹,0.2500
kushu,酷暑,0.2500
kushui,枯水,0.2500
kushui,苦水,0.2500
kushuiqi,枯水期,0.2000
kusi,酷似,0.2541
kusi,枯死,0.2500
kusi,苦思,0.2500
kusila,酷斯拉,0.2000
kusimingxiang,苦思冥想,0.2000
kusu,哭訴,0.2500
kutianmolei,哭天抹淚,0.2000
kutong,苦痛,0.2500
kutong,褲筒,0.2500
kutou,苦頭,0.2500
kutou,褲頭,0.2500
kutui,褲腿,0.2500
kutun,窟臀,0.2500
kuwa,褲襪,0.2500
kuwei,苦味,0.2710
kuwei,枯萎,0.2535
kuweibing,枯萎病,0.2000
kuxiao,苦笑,0.2666
kuxiao,酷肖,0.2500
kuxiaobude,哭笑不得,0.2527
kuxin,苦心,0.2513
kuxing,苦刑,0.2500
kuxing,苦行,0.2500
kuxing,酷刑,0.2500
kuxingrengan,苦杏仁苷,0.2000
kuxingseng,苦行僧,0.2000
kuxingshuzui,苦行贖罪,0.2000
kuxinguyi,苦心孤詣,0.2000
kuxingzhemo,酷刑折磨,0.2000
kuxinjingying,苦心經營,0.2000
kuxiu,枯朽,0.2500
kuxuan,酷炫,0.3001
kuyao,苦窯,0.2500
kuyao,褲腰,0.2500
kuyaodai,褲腰帶,0.2000
kuye,枯葉,0.2500
kuyedao,庫頁島,0.2000
kuyedaoliuying,庫頁島柳鶯,0.2000
kuyeji,枯葉劑,0.2000
kuyi,苦役,0.2500
kuyin,苦因,0.2500
kuyu,苦於,0.2498
kuzao,枯燥,0.3868
kuzaowuwei,枯燥無味,0.2000
kuzhan,苦戰,0.2500
kuzhi,苦蘵,0.2500
kuzhong,苦衷,0.2500
kuzhongzuole,苦中作樂,0.2000
kuzhu,苦主,0.2500
kuzhu,苦竹,0.2500
kuzhuang,褲裝,0.2500
kuzi,褲子,0.3952
la,啦,0.7470
la,拉,0.6339
la,落,0.4283
la,喇,0.3351
la,辣,0.3161
la,䗶,0.3000
la,蠟,0.2616
la,臘,0.2516
la,剌,0.2438
la,砬,0.2408
la,垃,0.2343
la,邋,0.2326
la,旯,0.2309
la,蝲,0.2282
la,瘌,0.2274
la,楋,0.2241
la,揦,0.2240
la,攋,0.2237
la,鞡,0.2236
la,鑞,0.2215
la,臈,0.2208
la,辢,0.2206
la,鬎,0.2154
la,磖,0.2149
laba,喇叭,0.2922
lababa,拉㞎㞎,0.2000
labahua,喇叭花,0.2000
labaibutiao,拉白布條,0.2000
labaicai,辣白菜,0.2000
labajie,臘八節,0.2000
labaku,喇叭褲,0.2000
labaoer,拉包爾,0.2000
labaqun,喇叭裙,0.2000
labashuixian,喇叭水仙,0.2000
labasi,拉巴斯,0.2000
labate,拉巴特,0.2000
labaxing,喇叭形,0.2000
labazhou,臘八粥,0.2000
labi,拉比,0.2500
labi,蠟筆,0.2500
labi,辣彼,0.2500
labixiaoxin,蠟筆小新,0.2000
labo,鑞箔,0.2500
labu,拉布,0.2500
labubu,拉布布,0.2000
labuchushilaiyuanmaofang,拉不出屎來怨茅房,0.2000
labuladuo,拉布拉多,0.2000
labulengsi,拉卜楞寺,0.2000
lacha,拉碴,0.2500
lacha,拉茶,0.2500
lachang,拉長,0.2849
lachang,臘腸,0.2500
lachanglian,拉長臉,0.2000
lachangzi,拉場子,0.2000
lache,拉扯,0.2940
lacheda,拉扯大,0.2000
lachong,蠟蟲,0.2500
lachouhen,拉仇恨,0.2000
ladabian,拉大便,0.2000
ladake,拉達克,0.2000
ladao,拉倒,0.2529
ladaqizuohupi,拉大旗作虎皮,0.2000
ladatiao,拉大條,0.2000
lade,拉德,0.2500
ladeng,拉登,0.2559
ladike,拉狄克,0.2000
lading,拉丁,0.2561
ladingfangkuai,拉丁方塊,0.2000
ladinghua,拉丁化,0.2000
ladingmeizhou,拉丁美洲,0.2000
ladingwen,拉丁文,0.2000
ladingwenzi,拉丁文字,0.2000
ladingwu,拉丁舞,0.2000
ladingyu,拉丁語,0.2706
ladingzimu,拉丁字母,0.2000
ladong,拉動,0.3008
ladoujiang,辣豆醬,0.2000
ladun,拉頓,0.2500
laduzi,拉肚子,0.2615
laerfu,拉爾夫,0.2000
laerweike,拉爾維克,0.2000
lafage,拉法格,0.2000
lafahe,拉法赫,0.2000
lafalan,拉法蘭,0.2000
lafeicao,拉菲草,0.2000
lafeier,拉斐爾,0.2000
lafeite,拉斐特,0.2000
lafeng,拉風,0.2552
lafu,拉夫,0.2500
lafubao,拉夫堡,0.2000
lafubaodaxue,拉夫堡大學,0.2000
lafuluofu,拉夫羅夫,0.2000
lafusangjiani,拉夫桑賈尼,0.2000
lagaier,拉蓋爾,0.2000
lagan,拉杆,0.2500
lagang,拉岡,0.2500
laganxiang,拉桿箱,0.2000
lagao,拉高,0.2778
lagebi,拉格比,0.2000
lagelangri,拉格朗日,0.2000
lagen,辣根,0.2500
lagesi,拉各斯,0.2000
lagou,拉勾,0.2500
lagou,拉鉤,0.2500
lagour,拉勾兒,0.2000
lagu,蝲蛄,0.2500
lagua,啦呱,0.2500
lagua,拉呱,0.2500
laguan,拉管,0.2500
laguanxi,拉關係,0.2000
lahabu,辣哈布,0.2000
lahe,喇合,0.2500
laheer,拉合爾,0.2000
lahei,拉黑,0.3174
lahemanninuofu,拉赫曼尼諾夫,0.2000
lahougour,拉後鉤兒,0.2000
lahu,拉祜,0.2500
lahua,拉話,0.2500
lahuan,拉環,0.2500
lahujiao,辣胡椒,0.2000
lahuo,拉活,0.2500
lahuzu,拉祜族,0.2000
lai,來,0.7755
lai,賴,0.3386
lai,萊,0.2966
lai,瀨,0.2464
lai,癩,0.2381
lai,淶,0.2380
lai,徠,0.2359
lai,賚,0.2356
lai,睞,0.2354
lai,唻,0.2352
lai,籟,0.2348
lai,崍,0.2324
lai,錸,0.2318
lai,頼,0.2278
lai,鯠,0.2261
lai,藾,0.2238
lai,棶,0.2235
lai,騋,0.2216
lai,箂,0.2207
lai,郲,0.2192
lai,孻,0.2191
lai,鶆,0.2160
laian,來安,0.2500
laian,賴安,0.2500
laiangnaduo,萊昂納多,0.2000
laiansuan,賴氨酸,0.2000
laianxian,來安縣,0.2000
laiao,鶆䴈,0.2500
laibin,來賓,0.2633
laibinshi,來賓市,0.2000
laibiruiya,賴比瑞亞,0.2000
laibixi,萊比錫,0.2000
laibude,來不得,0.2000
laibuji,來不及,0.3480
laibunici,萊布尼茨,0.2000
laibunizi,萊布尼茲,0.2000
laichangxing,賴昌星,0.2000
laichao,來潮,0.2500
laicheng,萊城,0.2500
laichuang,癩瘡,0.2500
laichuang,賴床,0.2500
laidao,來到,0.5682
laide,來得,0.3389
laidebei,萊德杯,0.2000
laideji,來得及,0.3147
laidezaoburulaideqiao,來得早不如來得巧,0.2000
laidian,來電,0.3203
laidiandaling,來電答鈴,0.2000
laidianxianshi,來電顯示,0.2000
laidun,萊頓,0.2500
laidundaxue,萊頓大學,0.2000
laien,萊恩,0.2500
laierbuwangfeiliye,來而不往非禮也,0.2000
laifan,來犯,0.2500
laifang,來訪,0.2757
laifangzhe,來訪者,0.3439
laifeng,來鳳,0.2500
laifengxian,來鳳縣,0.2000
laifoshi,萊佛士,0.2000
laifu,萊菔,0.2500
laifuqiang,來復槍,0.2000
laifuqiang,來福槍,0.2000
laifuxian,來復線,0.2000
laifuxian,來福線,0.2000
laifuzi,萊菔子,0.2000
laigang,來港,0.2500
laihama,癩蛤蟆,0.2000
laihamaxiangchitianerou,癩蛤蟆想吃天鵝肉,0.2000
laihan,來函,0.2507
laihong,來鴻,0.2500
laihongquyan,來鴻去燕,0.2000
laihua,來華,0.2519
laihui,來回,0.4112
laihuilaiqu,來回來去,0.2000
laihun,賴婚,0.2500
laihuo,來火,0.2500
laihuor,來火兒,0.2000
laijiang,來講,0.5991
laijin,來勁,0.2500
laika,萊卡,0.2500
laike,來客,0.2500
laikeduobaan,萊克多巴胺,0.2000
laili,來歷,0.2612
lailian,賴臉,0.2500
lailibuming,來歷不明,0.2000
lailida,萊里達,0.2000
lailin,來臨,0.3329
lailongqumai,來龍去脈,0.2569
lailu,來路,0.2500
lailubuming,來路不明,0.2000
laimaidan,萊麥丹,0.2000
laimu,棶木,0.2500
laimu,萊姆,0.2500
laimubing,萊姆病,0.2000
laimujiu,萊姆酒,0.2000
lainian,來年,0.2642
laipi,賴皮,0.2500
laipibing,癩皮病,0.2000
laipigou,癩皮狗,0.2000
laiqie,萊切,0.2500
laiqingde,賴清德,0.2000
laiqiyesanshi,萊齊耶三世,0.2000
laiquwuzong,來去無蹤,0.2000
lairi,來日,0.2500
lairifangchang,來日方長,0.2000
laisaier,萊賽爾,0.2000
laishan,萊山,0.2500
laishanqu,萊山區,0.2000
laishen,來神,0.2500
laisheng,來生,0.2502
laishengchuan,賴聲川,0.2000
laishi,來世,0.2537
laishi,來事,0.2500
laishi,來勢,0.2500
laishi,來示,0.2500
laishui,淶水,0.2500
laishuixian,淶水縣,0.2000
laisi,賴斯,0.2488
laisidaxue,萊斯大學,0.2000
laisite,萊斯特,0.2000
laisitejun,萊斯特郡,0.2000
laisiwosidao,萊斯沃斯島,0.2000
laisuotuo,萊索托,0.2000
laisuotuo,賴索托,0.2000
laisutang,來蘇糖,0.2000
laitai,來台,0.2500
laitai,來臺,0.2500
laite,萊特,0.2500
laite,賴特,0.2500
laitebi,萊特幣,0.2000
laitou,來頭,0.2500
laiwang,來往,0.2830
laiwangeer,萊旺厄爾,0.2000
laiwen,來文,0.2500
laiwensiji,萊溫斯基,0.2000
laiwu,萊蕪,0.2500
laiwuqu,萊蕪區,0.2000
laixi,來襲,0.2576
laixi,萊西,0.2500
laixiang,來項,0.2500
laixiaozu,賴校族,0.2000
laixin,來信,0.2824
laixishi,萊西市,0.2000
laiyang,萊陽,0.2500
laiyangshi,萊陽市,0.2000
laiyi,賴以,0.2521
laiyi,來意,0.2500
laiyier,萊伊爾,0.2000
laiyingde,來硬的,0.2000
laiyinhe,萊茵河,0.2000
laiyou,來由,0.2500
laiyuan,來源,0.5971
laiyuan,淶源,0.2500
laiyuanxian,淶源縣,0.2000
laiyuanyu,來源於,0.5080
laizhang,賴賬,0.2500
laizhao,來朝,0.2500
laizhe,來著,0.2500
laizhebuju,來者不拒,0.2000
laizhibuyi,來之不易,0.2491
laizhou,萊州,0.2500
laizhoushi,萊州市,0.2000
laizhu,萊豬,0.2500
laizi,來自,0.6896
laizongquji,來蹤去跡,0.2000
laji,垃圾,0.5866
laji,辣雞,0.3004
laji,喇舌,0.2500
lajia,拉架,0.2500
lajiachang,拉家常,0.2000
lajiadaikou,拉家帶口,0.2000
lajiangyou,辣醬油,0.2000
lajiao,辣椒,0.4098
lajiaojiang,辣椒醬,0.2000
lajiaoqing,拉交情,0.2000
lajiaosu,辣椒素,0.2000
lajiaozai,辣椒仔,0.2000
lajiasitanbang,拉賈斯坦邦,0.2000
lajiche,垃圾車,0.2000
lajidianyou,垃圾電郵,0.2000
lajidui,垃圾堆,0.2000
lajifenlei,垃圾分類,0.2693
lajigong,垃圾工,0.2000
lajigu,垃圾股,0.2000
lajin,拉近,0.2563
lajin,拉筋,0.2500
lajin,拉緊,0.2500
lajinjuli,拉近距離,0.2000
lajishipin,垃圾食品,0.2000
lajitong,垃圾桶,0.2921
lajitong,垃圾筒,0.2000
lajixiang,垃圾箱,0.2000
lajiyoujian,垃圾郵件,0.2619
laju,拉鋸,0.2500
laju,蠟炬,0.2500
lajuzhan,拉鋸戰,0.2000
lakai,拉開,0.3645
lakaijiashi,拉開架勢,0.2000
lakaixumu,拉開序幕,0.2000
lake,拉客,0.2500
lake,臘克,0.2500
lakeluniya,拉科魯尼亞,0.2000
laketichun,拉克替醇,0.2000
lakong,落空,0.2509
lakua,拉胯,0.2803
lakuila,拉奎拉,0.2000
lala,拉拉,0.2820
lalacheche,拉拉扯扯,0.2000
laladui,啦啦隊,0.2000
laladui,拉拉隊,0.2000
laladuizhang,啦啦隊長,0.2000
lalagu,拉拉蛄,0.2000
lalagu,蝲蝲蛄,0.2000
lali,拉力,0.2736
lali,拉里,0.2500
lalian,拉鏈,0.2579
lalian,拉練,0.2500
laliandai,拉鏈袋,0.2000
laliao,蠟療,0.2500
lalilata,邋裡邋遢,0.2000
laliqi,拉力器,0.2000
lalisai,拉力賽,0.2000
lalong,拉攏,0.2793
lalu,拉魯,0.2500
lalushidiguojiaziranbaohuqu,拉魯濕地國家自然保護區,0.2000
lama,喇嘛,0.2545
lama,辣媽,0.2500
lamadan,拉馬丹,0.2000
lamajiao,喇嘛教,0.2000
lamamiao,喇嘛廟,0.2000
laman,拉滿,0.2802
lamaoqiang,拉鉚槍,0.2000
lamategan,拉馬特甘,0.2000
lamei,拉美,0.2597
lamei,辣妹,0.2556
lamei,臘梅,0.2500
lamei,蠟梅,0.2500
lameixisi,拉美西斯,0.2000
lameizi,辣妹子,0.2000
lamian,拉麵,0.2500
lamifuding,拉米夫定,0.2000
lamo,拉磨,0.2500
lamosi,拉莫斯,0.2000
lamuanla,拉姆安拉,0.2000
lan,藍,0.4771
lan,爛,0.4210
lan,蘭,0.4019
lan,懶,0.3676
lan,欄,0.3285
lan,㘓,0.3000
lan,㩜,0.3000
lan,漤,0.3000
lan,嵐,0.2741
lan,攔,0.2698
lan,攬,0.2684
lan,籃,0.2660
lan,瀾,0.2611
lan,濫,0.2605
lan,覽,0.2585
lan,闌,0.2525
lan,纜,0.2443
lan,欖,0.2380
lan,斕,0.2375
lan,讕,0.2357
lan,鑭,0.2329
lan,婪,0.2320
lan,罱,0.2306
lan,襤,0.2258
lan,嬾,0.2243
lan,籣,0.2242
lan,襴,0.2230
lan,灠,0.2219
lan,惏,0.2217
lan,爤,0.2204
lan,囒,0.2200
lan,躝,0.2197
lan,孏,0.2188
lan,擥,0.2180
lan,燗,0.2171
lan,孄,0.2166
lan,襽,0.2114
lan,壈,0.2002
lanai,懶癌,0.2500
lanaitongfen,蘭艾同焚,0.2000
lanaka,拉納卡,0.2000
lanalie,拉那烈,0.2000
lanban,籃板,0.3724
lanbanqiu,籃板球,0.2000
lanbaoshi,藍寶石,0.2536
lanbasedong,藍八色鶇,0.2000
lanbeibasedong,藍背八色鶇,0.2000
lanben,藍本,0.2500
lanbojini,蘭博基尼,0.2578
lancang,瀾滄,0.2500
lancangjiang,瀾滄江,0.2000
lancanglahuzuzizhixian,瀾滄拉祜族自治縣,0.2000
lancangxian,瀾滄縣,0.2000
lanchao,攬炒,0.2500
lanche,攔車,0.2500
lanche,纜車,0.2500
lanchibaseniao,藍翅八色鳥,0.2000
lanchiximei,藍翅希鶥,0.2000
lanchiyebei,藍翅葉鵯,0.2000
lanchizaomei,藍翅噪鶥,0.2000
lanchong,懶蟲,0.2500
lanchougu,藍籌股,0.2707
lanchu,闌出,0.2500
lancuiyuzhe,蘭摧玉折,0.2000
landachiqu,藍大翅鴝,0.2000
landai,懶怠,0.2500
landajie,爛大街,0.2000
landan,懶蛋,0.2500
landan,闌殫,0.2500
lande,懶得,0.3659
landedali,懶得搭理,0.2000
landian,藍靛,0.2500
landiao,藍調,0.2573
landiao,濫調,0.2500
landiao,讕調,0.2500
landingjiao,藍丁膠,0.2000
landisi,蘭迪斯,0.2000
landuanchidong,藍短翅鶇,0.2000
landun,囒噸,0.2500
landuo,懶惰,0.3086
lanechangjiaodiqu,藍額長腳地鴝,0.2000
lanehongweiqu,藍額紅尾鴝,0.2000
lanerbing,藍耳病,0.2000
lanercuiniao,藍耳翠鳥,0.2000
lanernizhuomuniao,藍耳擬啄木鳥,0.2000
lanfa,濫伐,0.2500
lanfeicui,藍翡翠,0.2000
lanfeng,闌風,0.2500
lanfumu,藍膚木,0.2000
lang,狼,0.4020
lang,浪,0.3350
lang,郎,0.3237
lang,朗,0.3016
lang,㫰,0.3000
lang,廊,0.2560
lang,琅,0.2431
lang,啷,0.2358
lang,閬,0.2339
lang,榔,0.2333
lang,郞,0.2321
lang,鋃,0.2312
lang,莨,0.2309
lang,螂,0.2294
lang,埌,0.2286
lang,塱,0.2279
lang,蒗,0.2277
lang,烺,0.2264
lang,嫏,0.2236
lang,稂,0.2228
lang,崀,0.2203
lang,蜋,0.2182
lang,桹,0.2167
lang,筤,0.2159
lang,瑯,0.2041
lang,鎯,0.2014
langan,欄杆,0.2594
langan,闌干,0.2500
langao,嵐皋,0.2500
langaoxian,嵐皋縣,0.2000
langbei,狼狽,0.2589
langbeibukan,狼狽不堪,0.2000
langbeiweijian,狼狽為奸,0.2000
langbenshitu,狼奔豕突,0.2000
langcainvmao,郎才女貌,0.2000
langchao,浪潮,0.3309
langchonghubao,狼蟲虎豹,0.2000
langchuan,浪船,0.2500
langchuang,狼瘡,0.2500
langdang,啷當,0.2500
langdang,浪蕩,0.2500
langdang,莨菪,0.2500
langdang,鋃鐺,0.2500
langdangruyu,鋃鐺入獄,0.2000
langdexuming,浪得虛名,0.2000
langdu,朗讀,0.3133
langduoroushao,狼多肉少,0.2000
langeng,爛梗,0.2500
langequ,藍歌鴝,0.2000
langfang,廊坊,0.2614
langfangshi,廊坊市,0.2000
langfei,浪費,0.5203
langfeijinqian,浪費金錢,0.2000
langfeng,閬風,0.2500
langfengdian,閬風巔,0.2000
langgou,狼狗,0.2500
langgu,浪谷,0.2500
langgu,狼顧,0.2500
langhai,狼孩,0.2500
langhao,狼嗥,0.2500
langhao,狼毫,0.2500
langhua,浪花,0.2532
langhuan,嫏嬛,0.2500
langhuan,狼獾,0.2500
langhuan,琅嬛,0.2500
langji,浪跡,0.2500
langji,狼籍,0.2500
langji,狼藉,0.2500
langjijianghu,浪跡江湖,0.2000
langjing,狼井,0.2500
langjitianya,浪跡天涯,0.2000
langjiu,廊酒,0.2500
langjun,郎君,0.2500
langkang,榔槺,0.2500
langkazi,浪卡子,0.2000
langkazixian,浪卡子縣,0.2000
langkenxunhuan,郎肯循環,0.2000
langlang,郎朗,0.2927
langlangshangkou,朗朗上口,0.2000
langman,浪漫,0.4628
langmang,浪莽,0.2500
langmanzhuyi,浪漫主義,0.2883
langmao,郎貓,0.2500
langmiao,廊廟,0.2500
langmu,朗姆,0.2500
langmujiu,朗姆酒,0.2000
langnv,浪女,0.2500
langping,郎平,0.2500
langpu,狼僕,0.2500
langqiao,廊橋,0.2500
langren,狼人,0.2841
langren,浪人,0.2497
langshi,浪蝕,0.2500
langshining,郎世寧,0.2000
langsong,朗誦,0.2550
langtao,浪濤,0.2500
langtou,榔頭,0.2500
langtou,浪頭,0.2500
langtou,狼頭,0.2500
langtunhuyan,狼吞虎嚥,0.2000
langtuteng,狼圖騰,0.2000
langu,覽古,0.2500
languang,藍光,0.3015
languangguangpan,藍光光盤,0.2000
langui,懶鬼,0.2500
langui,攔櫃,0.2500
langui,欄櫃,0.2500
langui,蘭閨,0.2500
langutou,懶骨頭,0.2000
langweili,琅威理,0.2000
langwen,朗文,0.2500
langwu,廊廡,0.2500
langxi,郎溪,0.2500
langxian,朗縣,0.2500
langxingoufei,狼心狗肺,0.2000
langxixian,郎溪縣,0.2000
langya,瑯琊,0.2500
langyan,狼煙,0.2500
