# Quick phrase corpus derived from pinned rime-cangjie and rime-essay sources.
# Canonical Cangjie code is converted to first+last Quick code; reviewed HK rows are merged by text.
# rime-cangjie commit: 52d90a1b1312e74042b38c1cbc8142defbc53171; SHA-256: 18d989bf21d0bb86b402f18be4dd060bf2653896c95448afb01d4da2e6be5464
# rime-essay commit: 0debef3f5ae37f081758dd8bbd1fe79719410f7c; SHA-256: 4f32414039eb7f8a876acd8e94bd81c78fefafde56a352f7a3b8b2b74ca09c71
# Frequency units: 0.2000 + 0.6000 * count / (count + 10000), truncated to four decimals.
# Fields: phrase,quick_code,freq,hk_core
phrase,quick_code,freq,hk_core
要什麼,mvojii,0.2548,0
要做,mvok,0.5058,0
要使,mvok,0.2563,0
要做到,mvokmn,0.3323,0
要做什麼,mvokojii,0.2539,0
要做好,mvokvd,0.3261,0
要命,mvol,0.2968,0
要低,mvom,0.2565,0
要像,mvoo,0.2489,0
要怎麼,mvopii,0.2525,0
要拿,mvoq,0.2507,0
要知道,mvoryu,0.5657,0
要儘量,mvotag,0.2565,0
一紙,mvp,0.2524,0
震懾,mvpj,0.2547,0
要快,mvpk,0.2500,0
要比,mvpp,0.5244,0
環比,mvpp,0.2576,0
要搞,mvqb,0.2523,0
要素,mvqf,0.5068,0
要找,mvqi,0.3119,0
要打,mvqn,0.2757,0
要挾,mvqo,0.2485,0
要提前,mvqotn,0.2529,0
震撼,mvqp,0.4359,0
要把,mvqu,0.4762,0
一如,mvr,0.2763,0
一如既往,mvrauhg,0.2888,0
要喫,mvrk,0.2778,0
要跟,mvrv,0.2671,0
要緊,mvsf,0.2781,0
要堅持,mvsgqi,0.2534,0
要聽,mvsp,0.2513,0
震驚,mvtf,0.4099,0
震驚了,mvtfnn,0.2669,0
震蕩,mvth,0.3479,0
要對,mvti,0.3040,0
要花,mvtp,0.3089,0
一統,mvu,0.2479,0
要出,mvuu,0.2504,0
一縷,mvv,0.2646,0
要好,mvvd,0.4115,0
環線,mvve,0.2485,0
要將,mvvi,0.2757,0
裂縫,mvvj,0.2665,0
裂變,mvvk,0.2828,0
裂紋,mvvk,0.2506,0
要經過,mvvmyr,0.2589,0
要以,mvvo,0.2876,0
要給,mvvr,0.3159,0
要結合,mvvror,0.2532,0
環繞,mvvu,0.3068,0
要買,mvwc,0.3386,0
要點,mvwr,0.4619,0
要回,mvwr,0.2592,0
要講,mvyb,0.2702,0
要通過,mvybyr,0.2792,0
要讀,mvyc,0.2714,0
要選,mvyc,0.2615,0
要選擇,mvycqj,0.2787,0
要進行,mvyghn,0.2694,0
環評,mvyj,0.2487,0
要交,mvyk,0.2797,0
要達到,mvyqmn,0.3005,0
要高,mvyr,0.3434,0
釀造,mvyr,0.3140,0
要過,mvyr,0.2522,0
要說,mvyu,0.5635,0
要記住,mvyuog,0.2798,0
要讓,mvyv,0.3307,0
西昌,mwaa,0.2505,0
西門,mwan,0.2840,0
西門子,mwannd,0.2934,0
西服,mwbe,0.2642,0
雷軍,mwbj,0.3246,0
西周,mwbr,0.2783,0
雷同,mwbr,0.2611,0
一顆,mwc,0.4829,0
一貫,mwc,0.3123,0
一貫的,mwchi,0.2761,0
雷鋒,mwcj,0.2689,0
西湖,mweb,0.3004,0
西漢,mweo,0.3087,0
西洋,mweq,0.2603,0
硒鼓,mwge,0.2509,0
西域,mwgm,0.2842,0
西城,mwgs,0.2581,0
西城區,mwgssr,0.2522,0
西風,mwhi,0.2548,0
西街,mwhn,0.2524,0
西瓜,mwho,0.3485,0
西德,mwhp,0.2483,0
一團,mwi,0.2849,0
雷凌,mwie,0.2568,0
雷神,mwil,0.3347,0
西式,mwim,0.2570,0
西南,mwjj,0.3345,0
西南大學,mwjjkhd,0.2714,0
西直門,mwjman,0.2553,0
西寧,mwjn,0.2660,0
雷克薩斯,mwjutmtl,0.2490,0
西安,mwjv,0.4632,0
西安市,mwjvyb,0.2681,0
西大,mwk,0.2553,0
西北,mwlp,0.3817,0
雷蛇,mwlp,0.2575,0
西北大學,mwlpkhd,0.2637,0
一國,mwm,0.2594,0
西夏,mwme,0.2655,0
雷霆,mwmg,0.3479,0
西班牙,mwmgmh,0.4892,0
西班牙人,mwmgmho,0.2986,0
西班牙語,mwmgmhyr,0.2910,0
西雅圖,mwmgww,0.2823,0
西政,mwmk,0.2898,0
西亞,mwmm,0.2702,0
雷電,mwmu,0.2843,0
西電,mwmu,0.2507,0
西西,mwmw,0.2754,0
雷雨,mwmy,0.2518,0
一夥,mwn,0.2616,0
西伯利亞,mwoahnmm,0.2577,0
西雙版納,mwoelevb,0.2486,0
西側,mwon,0.2558,0
一點,mwr,0.7464,0
一回,mwr,0.3480,0
一點是,mwrao,0.2512,0
一點兒,mwrhu,0.3145,0
西單,mwrj,0.2611,0
一回事,mwrjn,0.2735,0
一點一點,mwrmwr,0.3097,0
一點也不,mwrpdmf,0.3192,0
西路,mwrr,0.2798,0
一點點,mwrwr,0.5786,0
西歐,mwso,0.2956,0
西區,mwsr,0.2620,0
西醫,mwsw,0.3735,0
西藥,mwtd,0.2670,0
西蒙斯,mwtotl,0.2955,0
西藏,mwts,0.3825,0
一圈,mwu,0.6344,0
西山,mwu,0.2613,0
西岸,mwuj,0.2487,0
西紅柿,mwvmdb,0.2857,0
西裝,mwvv,0.3106,0
西甲,mwwl,0.2868,0
西施,mwyd,0.2564,0
西遊,mwyd,0.2541,0
西遊記,mwydyu,0.3024,0
西部,mwyl,0.3761,0
西部地區,mwylgdsr,0.2601,0
雷達,mwyq,0.3352,0
雷諾,mwyr,0.2900,0
西語,mwyr,0.2539,0
西站,mwyr,0.2531,0
西方,mwys,0.5822,0
西邊,mwys,0.2738,0
西方人,mwyso,0.3078,0
西方國家,mwyswmjo,0.2907,0
西方文化,mwysykop,0.2539,0
西餐,mwyv,0.2697,0
下星期,myamtb,0.2517,0
下巴,myau,0.3582,0
一遍,myb,0.6220,0
一通,myb,0.3286,0
下月,myb,0.2731,0
一端,myb,0.2577,0
下肢,mybe,0.2890,0
一遍遍,mybyb,0.2549,0
下鍋,mycr,0.2483,0
一桌,myd,0.2570,0
一課,myd,0.2500,0
下棋,mydc,0.2954,0
下來,mydo,0.6754,0
下來了,mydonn,0.3315,0
下樓,mydv,0.2852,0
雨水,mye,0.3191,0
下水,mye,0.2991,0
下滑,myeb,0.4303,0
下游,myed,0.3288,0
下注,myeg,0.2506,0
下沙,myeh,0.2498,0
下沉,myen,0.3019,0
下流,myeu,0.2624,0
下海,myey,0.2508,0
下水道,myeyu,0.2752,0
下半場,myfqgh,0.3189,0
下半身,myfqhh,0.2596,0
下半年,myfqoq,0.3435,0
一進,myg,0.2571,0
下坡,myge,0.2520,0
下臺,mygg,0.2611,0
下場,mygh,0.3815,0
下去,mygi,0.6070,0
下去了,myginn,0.2967,0
一步,myh,0.4205,0
一歲,myh,0.2707,0
雨季,myhd,0.2544,0
下學期,myhdtb,0.2615,0
雨後,myhe,0.2564,0
下身,myhh,0.2589,0
下的,myhi,0.6030,0
下垂,myhm,0.2614,0
一步到位,myhmnot,0.2800,0
一步一步,myhmyh,0.3417,0
下行,myhn,0.2891,0
一步步,myhyh,0.4143,0
下次,myio,0.5251,0
下台,myir,0.2553,0
一章,myj,0.3143,0
一連,myj,0.2578,0
下載,myjj,0.6432,0
下車,myjj,0.3615,0
下載量,myjjag,0.2600,0
下載地址,myjjgdgm,0.2733,0
下載了,myjjnn,0.2921,0
一連串,myjll,0.2708,0
下家,myjo,0.2539,0
下定決心,myjoekp,0.3176,0
下麪,myjs,0.7332,0
下完,myju,0.2542,0
一夜,myk,0.3311,0
一族,myk,0.2963,0
一文,myk,0.2758,0
下有,mykb,0.2486,0
下架,mykd,0.3713,0
一夜之間,mykioaa,0.2702,0
一文不值,mykmfom,0.2491,0
一夜情,mykpb,0.2799,0
一部,myl,0.6111,0
雨中,myl,0.2602,0
一部分,mylch,0.6806,0
下輩子,myljnd,0.2609,0
一些,mym,0.7777,0
下一,mym,0.2907,0
一試,mym,0.2494,0
一些問題,mymarac,0.3509,0
一上來,mymdo,0.3322,0
一些東西,mymdwmw,0.3187,0
下不了,mymfnn,0.2490,0
下班,mymg,0.5219,0
下班後,mymghe,0.2701,0
下班了,mymgnn,0.2485,0
下一篇,mymhb,0.2637,0
下一秒,mymhh,0.2832,0
下一次,mymio,0.3596,0
下一輪,mymjb,0.2518,0
一些事情,mymjnpb,0.2875,0
雨天,mymk,0.2614,0
下面,myml,0.7332,0
下面這個,mymlyror,0.3712,0
下雪,mymm,0.2646,0
雨雪,mymm,0.2482,0
下一頁,mymmc,0.2733,0
下列,mymn,0.3361,0
下到,mymn,0.2608,0
一些人,mymo,0.4113,0
下一代,mymop,0.3489,0
下一個,mymor,0.5174,0
下功夫,mymsqo,0.2885,0
下雨,mymy,0.3870,0
下下,mymy,0.2535,0
下一步,mymyh,0.4140,0
下雨天,mymymk,0.2487,0
下雨了,mymynn,0.2541,0
一處,myn,0.3506,0
一刻,myn,0.3164,0
一亮,myn,0.2627,0
下子,mynd,0.2502,0
下發,myne,0.3042,0
下了,mynn,0.4076,0
下降,mynq,0.5477,0
下降到,mynqmn,0.2529,0
下降了,mynqnn,0.2940,0
下限,mynv,0.3602,0
下飯,myoe,0.2491,0
下令,myoi,0.3096,0
下午,myoj,0.6407,0
雨傘,myoj,0.2587,0
下午茶,myojtd,0.2574,0
下個,myor,0.3444,0
下個月,myorb,0.2963,0
下旬,mypa,0.2717,0
下手,myq,0.3747,0
下挫,myqg,0.2578,0
下拉,myqt,0.2623,0
下表,myqv,0.2478,0
一週,myr,0.5640,0
一詞,myr,0.3509,0
一齣,myr,0.3355,0
一站,myr,0.2649,0
一言,myr,0.2605,0
一語,myr,0.2518,0
一週後,myrhe,0.2547,0
下蹲,myri,0.2482,0
一站式,myrim,0.2552,0
下單,myrj,0.4087,0
下跌,myro,0.4871,0
一週內,myrob,0.2489,0
一言難盡,myrtglt,0.2795,0
下吧,myru,0.2541,0
下跪,myru,0.2521,0
一邊,mys,0.6632,0
一方,mys,0.4931,0
一旁,mys,0.2971,0
下層,mysa,0.2824,0
下屬,mysi,0.4207,0
一方面,mysml,0.5960,0
一方面是,mysmlao,0.3931,0
下期,mytb,0.2486,0
雨燕,mytf,0.2508,0
下落,mytr,0.2986,0
下着,mytu,0.2486,0
一道,myu,0.4603,0
一說,myu,0.4234,0
下山,myu,0.3057,0
一記,myu,0.2771,0
下崗,myuu,0.2825,0
下崗職工,myuusamm,0.2509,0
下牀,myvd,0.2492,0
下線,myve,0.3239,0
下級,myve,0.2641,0
下鄉,myvl,0.2656,0
下結論,myvryb,0.2563,0
雨果,mywd,0.2513,0
下回,mywr,0.2648,0
雨點,mywr,0.2483,0
下圖,myww,0.5356,0
下圖中,mywwl,0.2539,0
一齊,myx,0.6980,0
下課,myyd,0.3442,0
下設,myye,0.2513,0
下文,myyk,0.3384,0
下放,myyk,0.2695,0
雨夜,myyk,0.2488,0
下部,myyl,0.2663,0
下意識,myypya,0.3171,0
下達,myyq,0.2856,0
下週,myyr,0.4380,0
下調,myyr,0.2973,0
下過,myyr,0.2492,0
下週一,myyrm,0.2696,0
下方,myys,0.4393,0
下邊,myys,0.2978,0
一卡通,myyyb,0.2601,0
階梯,nadh,0.2606,0
階段,nahe,0.6962,0
階段的,nahehi,0.4121,0
階段性,nahepm,0.2985,0
陌生,nahm,0.4039,0
陌生的,nahmhi,0.3058,0
陌生人,nahmo,0.4043,0
魯能,naip,0.2751,0
陌陌,nana,0.3038,0
階層,nasa,0.4024,0
魯尼,nasp,0.3374,0
魯菜,natd,0.2570,0
階級,nave,0.4141,0
魯迅,nayj,0.3866,0
隨時,nbai,0.5315,0
隨時隨地,nbainbgd,0.3054,0
隨即,nbal,0.3446,0
隔閡,nbao,0.2629,0
隔開,nbat,0.2500,0
隨機,nbdi,0.4774,0
隨機的,nbdihi,0.2694,0
隨機性,nbdipm,0.2674,0
彌漫,nbee,0.2487,0
隨波逐流,nbeeyoeu,0.2586,0
隨地,nbgd,0.2483,0
隔熱,nbgf,0.2512,0
隨後,nbhe,0.5664,0
隨身,nbhh,0.2749,0
隨身攜帶,nbhhqbkb,0.2708,0
隨身聽,nbhhsp,0.2487,0
隨風,nbhi,0.2750,0
隨行,nbhn,0.2515,0
隨從,nbho,0.2615,0
隨筆,nbhq,0.2843,0
隨和,nbhr,0.2480,0
隨之,nbio,0.3395,0
隨之而來,nbiomldo,0.2859,0
隋唐,nbir,0.2536,0
隋朝,nbjb,0.2589,0
彌補,nblb,0.4606,0
彌補了,nblbnn,0.2643,0
隔天,nbmk,0.2533,0
隨隨便便,nbnbokok,0.3021,0
隔了,nbnn,0.2733,0
隨你,nbof,0.2657,0
隨便,nbok,0.6445,0
隨便找,nbokqi,0.2686,0
隨心,nbp,0.2581,0
隨心所欲,nbphlco,0.2883,0
隨性,nbpm,0.2722,0
隨手,nbq,0.4280,0
隨口,nbr,0.2620,0
隔壁,nbsg,0.4455,0
隔壁的,nbsghi,0.2767,0
隨着,nbtu,0.6823,0
隔着,nbtu,0.3070,0
隔斷,nbvl,0.2615,0
隨緣,nbvo,0.2572,0
隔絕,nbvu,0.2774,0
隔音,nbya,0.3100,0
隔離,nbyg,0.4107,0
隨處,nbyn,0.2489,0
隨處可見,nbynmrbu,0.2829,0
隨意,nbyp,0.5305,0
隨意的,nbyphi,0.2504,0
隨訪,nbys,0.2513,0
小明,ncab,0.3841,0
小題,ncac,0.2626,0
小日本,ncadm,0.2777,0
小時,ncai,0.6943,0
小時內,ncaiob,0.2962,0
小時候,ncaiok,0.5429,0
小問題,ncarac,0.3000,0
小月,ncb,0.2522,0
小朋友,ncbbke,0.4910,0
小朋友們,ncbbkeon,0.2566,0
小貝,ncbc,0.2699,0
小販,ncbe,0.2586,0
小腹,ncbe,0.2540,0
小縣城,ncbfgs,0.2875,0
小雞,ncbg,0.2668,0
小剛,ncbn,0.2535,0
小臉,ncbo,0.2562,0
小胖,ncbq,0.2703,0
小冊子,ncbtnd,0.2515,0
預見,ncbu,0.2697,0
小腿,ncbv,0.3455,0
小貓,ncbw,0.2997,0
小鎮,nccc,0.3954,0
小弟,ncch,0.3399,0
小弟弟,ncchch,0.2578,0
小分子,ncchnd,0.2523,0
小錢,ncci,0.2678,0
小公司,nccisr,0.4035,0
小公主,ncciyg,0.2493,0
小丫,nccl,0.2512,0
小丫頭,ncclmc,0.2666,0
小李,ncdd,0.3286,0
小林,ncdd,0.2957,0
小李子,ncddnd,0.2794,0
小樣,ncde,0.2967,0
小楊,ncdh,0.2485,0
小樹,ncdi,0.2512,0
預想,ncdp,0.2773,0
小樓,ncdv,0.2603,0
小櫻,ncdv,0.2574,0
小東西,ncdwmw,0.2594,0
小梅,ncdy,0.2492,0
小清新,ncebyl,0.3024,0
小波,ncee,0.2560,0
小溪,ncek,0.2579,0
預測,ncen,0.5944,0
小混混,ncepep,0.2570,0
小河,ncer,0.2579,0
小火,ncf,0.2822,0
小精靈,ncfbmo,0.2493,0
小米,ncfd,0.6144,0
小米手機,ncfdqdi,0.2496,0
預料,ncfj,0.2851,0
預判,ncfn,0.3267,0
小賣部,ncgcyl,0.2538,0
小地方,ncgdys,0.2666,0
預報,ncge,0.2970,0
預熱,ncgf,0.2949,0
小塊,ncgi,0.2593,0
小聲,ncgj,0.2906,0
小城,ncgs,0.2702,0
小城鎮,ncgscc,0.2505,0
小城市,ncgsyb,0.3168,0
小白,ncha,0.5758,0
小白鼠,nchahv,0.2490,0
小白兔,nchani,0.2496,0
小學,nchd,0.4737,0
小學生,nchdhm,0.3926,0
小泉,nche,0.4417,0
預後,nche,0.2631,0
小段,nche,0.2487,0
小泉純一郎,nchevumil,0.3222,0
小鳥,nchf,0.2798,0
負重,nchg,0.3024,0
小程序,nchgin,0.3998,0
小的,nchi,0.4588,0
小鬼,nchi,0.2732,0
負的,nchi,0.2530,0
預科,nchj,0.2480,0
小節,nchl,0.3065,0
小生,nchm,0.2612,0
小劉,nchn,0.2545,0
小行星,nchnam,0.2610,0
負利率,nchnyj,0.2484,0
小衆,ncho,0.4957,0
小乖,nchp,0.2574,0
小德,nchp,0.2535,0
小牛,nchq,0.2810,0
預告,nchr,0.3341,0
小船,nchr,0.2532,0
小喬,nchr,0.2517,0
預告片,nchrll,0.3353,0
小動物,nchshh,0.2725,0
小戶型,nchsmg,0.2682,0
小動作,nchsos,0.2585,0
預算,ncht,0.6004,0
小盤,ncht,0.2525,0
預先,nchu,0.2941,0
小島,nchu,0.2880,0
小兒,nchu,0.2868,0
小看,nchu,0.2562,0
小毛病,nchukb,0.2540,0
小範圍,nchuwq,0.2586,0
小鼠,nchv,0.2913,0
預留,nchw,0.3062,0
小資,ncic,0.2702,0
小康,ncie,0.2705,0
小熊,ncif,0.2819,0
小廠,ncik,0.2667,0
預感,ncip,0.2654,0
小鹿,ncip,0.2520,0
負能量,ncipag,0.2796,0
小店,ncir,0.3359,0
預祝,nciu,0.2524,0
小視頻,nciuyc,0.2605,0
小寶,ncjc,0.2843,0
小額,ncjc,0.2729,0
預賽,ncjc,0.2499,0
小寶貝,ncjcbc,0.2483,0
小寶寶,ncjcjc,0.2581,0
預案,ncjd,0.2691,0
小麥,ncje,0.3451,0
負載,ncjj,0.2846,0
小車,ncjj,0.2790,0
小故事,ncjkjn,0.3057,0
小事,ncjn,0.3228,0
預定,ncjo,0.3369,0
小家,ncjo,0.2482,0
小家電,ncjomu,0.2505,0
小窩,ncjr,0.2521,0
負有,nckb,0.2575,0
小狗,nckr,0.3102,0
小狼,nckv,0.2506,0
小費,nclc,0.2548,0
小蟲,ncli,0.2538,0
小數,nclk,0.2523,0
負數,nclk,0.2496,0
小幅,nclw,0.2838,0
小豬,ncma,0.3425,0
小霸王,ncmbmg,0.2551,0
小球,ncme,0.3111,0
預示,ncmf,0.2712,0
預示着,ncmftu,0.2589,0
小型,ncmg,0.4166,0
小王,ncmg,0.2926,0
小班,ncmg,0.2478,0
小王子,ncmgnd,0.2775,0
小醜,ncmi,0.4651,0
小玉,ncmi,0.2512,0
小云,ncmi,0.2483,0
小平,ncmj,0.2658,0
小天,ncmk,0.2481,0
負面,ncml,0.4210,0
負面影響,ncmlahva,0.2936,0
小三,ncmm,0.2782,0
小雪,ncmm,0.2683,0
小二,ncmm,0.2522,0
小工具,ncmmbc,0.2543,0
小到,ncmn,0.3027,0
小靈通,ncmoyb,0.3024,0
小麗,ncmp,0.2558,0
小哥,ncmr,0.3944,0
隕石,ncmr,0.2747,0
小可愛,ncmrbe,0.2918,0
小哥哥,ncmrmr,0.2938,0
小巧,ncms,0.2957,0
小一點,ncmwr,0.2717,0
小雨,ncmy,0.3021,0
小一些,ncmym,0.2581,0
小小,ncnc,0.3698,0
小小的,ncnchi,0.4609,0
小子,ncnd,0.3616,0
小魚,ncnf,0.2965,0
小魚兒,ncnfhu,0.2478,0
小丑,ncng,0.4651,0
小強,ncni,0.2933,0
小兔,ncni,0.2488,0
小了,ncnn,0.2743,0
小孩,ncno,0.5765,0
小隊,ncno,0.3038,0
小飛,ncno,0.2525,0
小孩子,ncnond,0.4579,0
預防,ncns,0.4740,0
小張,ncnv,0.2693,0
小陳,ncnw,0.2545,0
小人,nco,0.3677,0
小智,ncoa,0.2570,0
預備,ncob,0.2760,0
負債,ncoc,0.4161,0
小兵,ncoc,0.2916,0
小氣,ncod,0.2905,0
小伙子,ncofnd,0.3743,0
小人物,ncohh,0.2881,0
預付,ncoi,0.2573,0
小便,ncok,0.2647,0
小企業,ncomtd,0.2601,0
小偷,ncon,0.2997,0
小傢伙,ncooof,0.2761,0
小年輕,ncoqjm,0.2478,0
預估,ncor,0.3560,0
預售,ncor,0.3062,0
預知,ncor,0.2548,0
小知識,ncorya,0.2536,0
小作坊,ncosgs,0.2525,0
小仙女,ncouv,0.2559,0
小心,ncp,0.5075,0
小怪,ncpg,0.2515,0
小心翼翼,ncpscsc,0.3107,0
小包,ncpu,0.2582,0
小心點,ncpwr,0.2508,0
小手,ncq,0.2682,0
小春,ncqa,0.2485,0
小青,ncqb,0.2541,0
負責,ncqc,0.6561,0
負責的,ncqchi,0.3433,0
負責人,ncqco,0.4682,0
負責任,ncqcog,0.3071,0
小技巧,ncqems,0.3501,0
小提琴,ncqomn,0.3521,0
負擔,ncqr,0.4756,0
小規模,ncqudk,0.2521,0
小規模納稅人,ncqudkvbhuo,0.2529,0
小嘴,ncrb,0.2524,0
小喫,ncrk,0.3352,0
小號,ncrn,0.3709,0
小品,ncrr,0.2752,0
小路,ncrr,0.2734,0
預習,ncsa,0.2866,0
小臂,ncsb,0.2550,0
小馬,ncsf,0.2928,0
小屋,ncsg,0.2823,0
小刀,ncsh,0.2601,0
小區,ncsr,0.4525,0
預覽,ncsu,0.3029,0
預期,nctb,0.5380,0
預期的,nctbhi,0.3076,0
小黃,nctc,0.2508,0
小菜,nctd,0.2609,0
小葉,nctd,0.2531,0
小草,nctj,0.2651,0
小美,nctk,0.2569,0
小艾,nctk,0.2485,0
小美女,nctkv,0.2478,0
小花,nctp,0.2700,0
預警,nctr,0.3517,0
負荷,nctr,0.3152,0
隕落,nctr,0.2582,0
小巷,nctu,0.2563,0
小蘭,nctw,0.3205,0
小山,ncu,0.2566,0
小編,ncvb,0.3930,0
小妹,ncvd,0.2964,0
小妹妹,ncvdvd,0.2659,0
小妞,ncvg,0.2609,0
小女生,ncvhm,0.2593,0
預約,ncvi,0.4407,0
小將,ncvi,0.2581,0
小妖,ncvk,0.2632,0
小姐,ncvm,0.4780,0
小組,ncvm,0.4316,0
小紅,ncvm,0.2689,0
小組賽,ncvmjc,0.2801,0
小紅書,ncvmla,0.3375,0
小姐姐,ncvmvm,0.4480,0
小姨,ncvn,0.2531,0
小女子,ncvnd,0.2555,0
小女孩,ncvno,0.3964,0
小女人,ncvo,0.2586,0
小結,ncvr,0.2836,0
小姑娘,ncvrvv,0.3973,0
預裝,ncvv,0.2513,0
小四,ncwc,0.2517,0
小黑,ncwf,0.3126,0
小羅,ncwg,0.2778,0
小國,ncwm,0.2897,0
小夥,ncwn,0.2922,0
小夥子,ncwnnd,0.3743,0
小夥伴,ncwnoq,0.6168,0
小夥伴們,ncwnoqon,0.4188,0
小點,ncwr,0.2624,0
小男孩,ncwsno,0.3267,0
小圈,ncwu,0.4222,0
小圈子,ncwund,0.2627,0
預選賽,ncycjc,0.2545,0
小遊戲,ncydyi,0.3664,0
預設,ncye,0.3271,0
預計,ncyj,0.4800,0
小計,ncyj,0.2507,0
小文,ncyk,0.2479,0
小新,ncyl,0.2630,0
小部分,ncylch,0.2711,0
預訂,ncyn,0.3253,0
小虎,ncyn,0.2540,0
預處理,ncynmg,0.2482,0
小龍,ncyp,0.2681,0
小龍蝦,ncyple,0.2603,0
小龍女,ncypv,0.2591,0
預言,ncyr,0.3715,0
小調,ncyr,0.2972,0
小站,ncyr,0.2490,0
小語種,ncyrhg,0.3006,0
預言家,ncyrjo,0.2558,0
小說,ncyu,0.6604,0
小道,ncyu,0.2579,0
小說家,ncyujo,0.2824,0
小於,ncyy,0.4130,0
除開,ndat,0.2696,0
子弟,ndch,0.2818,0
子公司,ndcisr,0.3423,0
除權,nddg,0.2507,0
柔韌性,nddipm,0.2485,0
除去,ndgi,0.4127,0
子系統,ndhfvu,0.2627,0
柔和,ndhr,0.3793,0
除塵,ndig,0.2491,0
柔軟,ndjo,0.3817,0
子宮,ndjr,0.3049,0
除非,ndly,0.5428,0
除非是,ndlyao,0.3236,0
除非你,ndlyof,0.4234,0
柔柔,ndnd,0.2507,0
子孫,ndnf,0.2921,0
除夕,ndni,0.2503,0
子彈,ndnj,0.4169,0
柔弱,ndnm,0.2587,0
除了,ndnn,0.7582,0
除外,ndny,0.4155,0
柔情,ndpb,0.2693,0
柔性,ndpm,0.2512,0
子怡,ndpr,0.2504,0
除掉,ndqj,0.2671,0
孕期,ndtb,0.2673,0
柔美,ndtk,0.2516,0
子女,ndv,0.4547,0
孕婦,ndvb,0.3443,0
除以,ndvo,0.2910,0
孕育,ndyb,0.2713,0
除此之外,ndypiony,0.5171,0
除此以外,ndypvony,0.2711,0
子說,ndyu,0.3039,0
發明,neab,0.5368,0
發明專利,neabjihn,0.2545,0
及時,neai,0.5740,0
及時性,neaipm,0.2512,0
及早,neaj,0.2605,0
發問,near,0.2613,0
發財,nebh,0.3051,0
發脾氣,nebjod,0.2624,0
發胖,nebq,0.2507,0
發貼,nebr,0.3252,0
發錯,neca,0.2728,0
發錢,neci,0.2547,0
發來,nedo,0.2946,0
及格,nedr,0.3116,0
及格線,nedrve,0.2490,0
發消息,neebhp,0.2608,0
發源地,neefgd,0.2491,0
發泄,neet,0.3294,0
發火,nef,0.2654,0
發炎,neff,0.2726,0
發燒,nefu,0.3616,0
發光,nefu,0.3504,0
發燒友,nefuke,0.2666,0
發熱,negf,0.3867,0
發聲,negj,0.4526,0
發起,negu,0.4166,0
發起了,negunn,0.2538,0
發起人,neguo,0.2536,0
發往,nehg,0.2479,0
發射,nehi,0.4825,0
發的,nehi,0.4481,0
發射的,nehihi,0.2604,0
發黴,nehk,0.2611,0
發郵件,nehloq,0.2984,0
發生,nehm,0.6748,0
發生的,nehmhi,0.4733,0
發生衝突,nehmhnjk,0.2502,0
發生在,nehmkg,0.4849,0
發生了,nehmnn,0.5250,0
發生了什麼,nehmnnojii,0.3047,0
發生什麼,nehmojii,0.2578,0
發生器,nehmrr,0.2514,0
發生變化,nehmvkop,0.3368,0
發生率,nehmyj,0.2526,0
發生過,nehmyr,0.3315,0
發行,nehn,0.5417,0
發行量,nehnag,0.2537,0
發行人,nehno,0.2664,0
發行價,nehnoc,0.2487,0
發行商,nehnyr,0.2521,0
發愁,nehp,0.2678,0
及各種,nehrhg,0.2479,0
發動,nehs,0.4033,0
發動機,nehsdi,0.5846,0
發動了,nehsnn,0.2490,0
發覺,nehu,0.3256,0
發自,nehu,0.2602,0
發自內心,nehuobp,0.2568,0
發飆,neii,0.2696,0
發威,neiv,0.2512,0
發車,nejj,0.2570,0
發牢騷,nejqsi,0.2487,0
發布,nekb,0.6508,0
發病,nekb,0.3774,0
發病率,nekbyj,0.2849,0
發在,nekg,0.2514,0
發瘋,neki,0.2669,0
發力,neks,0.4844,0
發帖,nelr,0.3336,0
發帖子,nelrnd,0.2488,0
發酵,nemd,0.4451,0
發球,neme,0.3033,0
發票,nemf,0.4463,0
發工資,nemmic,0.2917,0
發到,nemn,0.3196,0
發現,nemu,0.7557,0
發電,nemu,0.3216,0
發現是,nemuao,0.2548,0
發現問題,nemuarac,0.2916,0
發電機,nemudi,0.2646,0
發現自己,nemuhusu,0.4800,0
發電廠,nemuik,0.2492,0
發現了,nemunn,0.5715,0
發霉,nemy,0.2611,0
發小,nenc,0.2598,0
發發,nene,0.2556,0
發了,nenn,0.4555,0
發佈,neob,0.6508,0
發佈時間,neobaiaa,0.2599,0
發佈日期,neobatb,0.2489,0
發佈公告,neobcihr,0.2499,0
發佈者,neobja,0.2510,0
發佈了,neobnn,0.3854,0
發佈會,neoboa,0.3795,0
發佈會上,neoboaym,0.2720,0
發佈信息,neoborhp,0.2541,0
發貨,neoc,0.3817,0
發售,neor,0.4196,0
發個,neor,0.3069,0
發信,neor,0.2651,0
發信息,neorhp,0.2606,0
發作,neos,0.4057,0
發短信,neotor,0.3110,0
發揚,neqh,0.2824,0
發揚光大,neqhfuk,0.2578,0
發揮,neqj,0.5853,0
發抖,neqj,0.2643,0
發揮作用,neqjosbq,0.2935,0
發揮出,neqjuu,0.2799,0
發誓,neqr,0.2872,0
發掘,nequ,0.3669,0
發表,neqv,0.5732,0
發表聲明,neqvgjab,0.2509,0
發表論文,neqvybyk,0.2486,0
發表評論,neqvyjyb,0.3017,0
發表文章,neqvykyj,0.2604,0
